CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular
SRVC0031;serviceOperations;official;Телефон;;Телефон;;Телефон;
SRVC0031;serviceOperations;common;Телефон;;Телефон;;Телефон;
SRVC0031;serviceOperations;dude;Телефон;;Телефон;;Телефон;
SRVC0032;serviceOperations;official;Розблокувати;;Розблокувати;;Розблокувати;
SRVC0032;serviceOperations;common;Розблокувати;;Розблокувати;;Розблокувати;
SRVC0032;serviceOperations;dude;Розблокувати;;Розблокувати;;Розблокувати;
SRVC0033;serviceOperations;official;Змінити;;Змінити;;Змінити;
SRVC0033;serviceOperations;dude;Змінити;;Змінити;;Змінити;
SRVC0033;serviceOperations;common;Змінити;;Змінити;;Змінити;
SRVC0034;serviceOperations;official;Сума на добу;;Сума на добу;;Сума на добу;
SRVC0034;serviceOperations;common;Сума на добу;;Сума на добу;;Сума на добу;
SRVC0034;serviceOperations;dude;Сума на добу;;Сума на добу;;Сума на добу;
SRVC0035;serviceOperations;dude;Введіть новий PIN;;Введіть новий PIN;;Введіть новий PIN;
SRVC0035;serviceOperations;common;Введіть новий PIN;;Введіть новий PIN;;Введіть новий PIN;
SRVC0035;serviceOperations;official;Введіть новий PIN;;Введіть новий PIN;;Введіть новий PIN;
SRVC0036;serviceOperations;dude;Для активації картки встанановіть PIN;;Для активації картки встанановіть PIN;;Для активації картки встанановіть PIN;
SRVC0036;serviceOperations;common;Для активації картки встанановіть PIN;;Для активації картки встанановіть PIN;;Для активації картки встанановіть PIN;
SRVC0036;serviceOperations;official;Для активації картки встанановіть PIN;;Для активації картки встанановіть PIN;;Для активації картки встанановіть PIN;
SRVC0037;serviceOperations;official;Вартість SMS-повідомлень згідно тарифів картки;;Вартість SMS-повідомлень згідно тарифів картки;;Вартість SMS-повідомлень згідно тарифів картки;
SRVC0037;serviceOperations;dude;Вартість SMS-повідомлень згідно тарифів картки;;Вартість SMS-повідомлень згідно тарифів картки;;Вартість SMS-повідомлень згідно тарифів картки;
SRVC0037;serviceOperations;common;Вартість SMS-повідомлень згідно тарифів картки;;Вартість SMS-повідомлень згідно тарифів картки;;Вартість SMS-повідомлень згідно тарифів картки;
SRVC0038;serviceOperations;official;PIN код не должен содержать простые последовательности;;PIN код не должен содержать простые последовательности;;PIN код не должен содержать простые последовательности;
SRVC0038;serviceOperations;dude;PIN код не должен содержать простые последовательности;;PIN код не должен содержать простые последовательности;;PIN код не должен содержать простые последовательности;
SRVC0038;serviceOperations;common;PIN код не должен содержать простые последовательности;;PIN код не должен содержать простые последовательности;;PIN код не должен содержать простые последовательности;
SRVC0039;serviceOperations;common;Ліміти картки;;Ліміти картки;;Ліміти картки;
SRVC0039;serviceOperations;dude;Ліміти картки;;Ліміти картки;;Ліміти картки;
SRVC0039;serviceOperations;official;Ліміти картки;;Ліміти картки;;Ліміти картки;
SRVC0040;serviceOperations;official;PIN змінено!;;PIN змінено!;;PIN змінено!;
SRVC0040;serviceOperations;dude;PIN змінено!;;PIN змінено!;;PIN змінено!;
SRVC0040;serviceOperations;common;PIN змінено!;;PIN змінено!;;PIN змінено!;
SRVC0041;serviceOperations;common;М-Банкінг;;М-Банкінг;;М-Банкінг;
SRVC0041;serviceOperations;official;М-Банкінг;;М-Банкінг;;М-Банкінг;
SRVC0041;serviceOperations;dude;М-Банкінг;;М-Банкінг;;М-Банкінг;
SRVC0042;serviceOperations;common;Інформування про транзакції;;Інформування про транзакції;;Інформування про транзакції;
SRVC0042;serviceOperations;dude;Інформування про транзакції;;Інформування про транзакції;;Інформування про транзакції;
SRVC0042;serviceOperations;official;Інформування про транзакції;;Інформування про транзакції;;Інформування про транзакції;
SRVC0043;serviceOperations;common;Строк дії лімітів;;Строк дії лімітів;;Строк дії лімітів;
SRVC0043;serviceOperations;official;Строк дії лімітів;;Строк дії лімітів;;Строк дії лімітів;
SRVC0043;serviceOperations;dude;Строк дії лімітів;;Строк дії лімітів;;Строк дії лімітів;
SRVC0044;serviceOperations;common;SMS / PUSH повідомлення;;SMS / PUSH повідомлення;;SMS / PUSH повідомлення;
SRVC0044;serviceOperations;official;SMS / PUSH повідомлення;;SMS / PUSH повідомлення;;SMS / PUSH повідомлення;
SRVC0044;serviceOperations;dude;SMS / PUSH повідомлення;;SMS / PUSH повідомлення;;SMS / PUSH повідомлення;
SRVC0045;serviceOperations;common;PIN код должен состоять из 4-х цифр;;PIN код должен состоять из 4-х цифр;;PIN код должен состоять из 4-х цифр;
SRVC0045;serviceOperations;official;PIN код должен состоять из 4-х цифр;;PIN код должен состоять из 4-х цифр;;PIN код должен состоять из 4-х цифр;
SRVC0045;serviceOperations;dude;PIN код должен состоять из 4-х цифр;;PIN код должен состоять из 4-х цифр;;PIN код должен состоять из 4-х цифр;
BMTR0001;biometrics;official;Эта функция требует доступ к FaceID;;This feature requires FaceID access;;Ця функція вимагає доступу до FaceID;
BMTR0001;biometrics;common;Эта функция требует доступ к FaceID;;This feature requires FaceID access;;Ця функція вимагає доступу до FaceID;
BMTR0001;biometrics;dude;Эта функция требует доступ к FaceID;;This feature requires FaceID access;;Ця функція вимагає доступу до FaceID;
BMTR0002;biometrics;dude;Используйте FaceID для входа;;Use FaceID to login;;Використовуйте FaceID для входу;
BMTR0002;biometrics;common;Используйте FaceID для входа;;Use FaceID to login;;Використовуйте FaceID для входу;
BMTR0002;biometrics;official;Используйте FaceID для входа;;Use FaceID to login;;Використовуйте FaceID для входу;
BMTR0003;biometrics;official;Биометрия недоступна;;Биометрия недоступна;;Биометрия недоступна;
BMTR0003;biometrics;common;Биометрия недоступна;;Биометрия недоступна;;Биометрия недоступна;
BMTR0003;biometrics;dude;Биометрия недоступна;;Биометрия недоступна;;Биометрия недоступна;
BMTR0004;biometrics;official;В настройках iPhone, дайте доступ к TouchID приложению Альфа-Банк;;In the iPhone settings, grant TouchID access to the Alfa-Bank application;;В налаштуваннях iPhone, надайте доступ до TouchID додатку Альфа-Банк;
BMTR0004;biometrics;dude;В настройках iPhone, дайте доступ к TouchID приложению Альфа-Банк;;In the iPhone settings, grant TouchID access to the Alfa-Bank application;;В налаштуваннях iPhone, надайте доступ до TouchID додатку Альфа-Банк;
BMTR0004;biometrics;common;В настройках iPhone, дайте доступ к TouchID приложению Альфа-Банк;;In the iPhone settings, grant TouchID access to the Alfa-Bank application;;В налаштуваннях iPhone, надайте доступ до TouchID додатку Альфа-Банк;
BMTR0005;biometrics;dude;Эта функция требует доступ к TouchID;;This feature requires TouchID access;;Ця функція вимагає доступу до TouchID;
BMTR0005;biometrics;official;Эта функция требует доступ к TouchID;;This feature requires TouchID access;;Ця функція вимагає доступу до TouchID;
BMTR0005;biometrics;common;Эта функция требует доступ к TouchID;;This feature requires TouchID access;;Ця функція вимагає доступу до TouchID;
BMTR0006;biometrics;dude;Нет отпечатков;;Нет отпечатков;;Нет отпечатков;
BMTR0006;biometrics;common;Нет отпечатков;;Нет отпечатков;;Нет отпечатков;
BMTR0006;biometrics;official;Нет отпечатков;;Нет отпечатков;;Нет отпечатков;
BMTR0007;biometrics;common;В настройках iPhone, дайте доступ к FaceID приложению Альфа-Банк;;In the iPhone settings, grant FaceID access to the Alfa-Bank application;;В налаштуваннях iPhone, надайте доступ до FaceID додатку Альфа-Банк;
BMTR0007;biometrics;official;В настройках iPhone, дайте доступ к FaceID приложению Альфа-Банк;;In the iPhone settings, grant FaceID access to the Alfa-Bank application;;В налаштуваннях iPhone, надайте доступ до FaceID додатку Альфа-Банк;
BMTR0007;biometrics;dude;В настройках iPhone, дайте доступ к FaceID приложению Альфа-Банк;;In the iPhone settings, grant FaceID access to the Alfa-Bank application;;В налаштуваннях iPhone, надайте доступ до FaceID додатку Альфа-Банк;
BMTR0008;biometrics;common;Используйте отпечаток пальца для входа;;Log in with touch ID;;Використовуйте відбиток пальця для входу;
BMTR0008;biometrics;official;Используйте отпечаток пальца для входа;;Log in with touch ID;;Використовуйте відбиток пальця для входу;
BMTR0008;biometrics;dude;Используйте отпечаток пальца для входа;;Log in with touch ID;;Використовуйте відбиток пальця для входу;
PRD10001;productCreditDetails;common;Информация;;Information;;Інформація;
PRD10001;productCreditDetails;official;Информация;;Information;;Інформація;
PRD10001;productCreditDetails;dude;Информация;;Information;;Інформація;
PRD10002;productCreditDetails;dude;Управление;;Management;;Керування;
PRD10002;productCreditDetails;common;Управление;;Management;;Керування;
PRD10002;productCreditDetails;official;Управление;;Management;;Керування;
PRD10003;productCreditDetails;official;Оплатить;;Payment;;Сплатити;
PRD10003;productCreditDetails;dude;Оплатить;;Payment;;Сплатити;
PRD10003;productCreditDetails;common;Оплатить;;Payment;;Сплатити;
PRD10004;productCreditDetails;official;Платеж просрочен;;Payment is overdue;;Платіж прострочено;
PRD10004;productCreditDetails;dude;Платеж просрочен;;Payment is overdue;;Платіж прострочено;
PRD10004;productCreditDetails;common;Платеж просрочен;;Payment is overdue;;Платіж прострочено;
PRD10005;productCreditDetails;common;Тип кредита;;Loan type;;Тип кредиту;
PRD10005;productCreditDetails;dude;Тип кредита;;Loan type;;Тип кредиту;
PRD10005;productCreditDetails;official;Тип кредита;;Loan type;;Тип кредиту;
PRD10006;productCreditDetails;official;Комиссия;;Commission;;Комісія;
PRD10006;productCreditDetails;dude;Комиссия;;Commission;;Комісія;
PRD10006;productCreditDetails;common;Комиссия;;Commission;;Комісія;
PRD10007;productCreditDetails;common;Доступные документы;;Available documents;;Доступні документи;
PRD10007;productCreditDetails;official;Доступные документы;;Available documents;;Доступні документи;
PRD10007;productCreditDetails;dude;Доступные документы;;Available documents;;Доступні документи;
PRD10008;productCreditDetails;common;Процентная ставка, годовых;;Interest rate per annum;;Відсоткова ставка, річних;
PRD10008;productCreditDetails;dude;Процентная ставка, годовых;;Interest rate per annum;;Відсоткова ставка, річних;
PRD10008;productCreditDetails;official;Процентная ставка, годовых;;Interest rate per annum;;Відсоткова ставка, річних;
PRD10009;productCreditDetails;dude;Термин кредита;;Loan term;;Термін кредиту;
PRD10009;productCreditDetails;common;Термин кредита;;Loan term;;Термін кредиту;
PRD10009;productCreditDetails;official;Термин кредита;;Loan term;;Термін кредиту;
PRD10010;productCreditDetails;official;Общая информация;;Common information;;Загальна інформація;
PRD10010;productCreditDetails;common;Общая информация;;Common information;;Загальна інформація;
PRD10010;productCreditDetails;dude;Общая информация;;Common information;;Загальна інформація;
PRD10011;productCreditDetails;official;Номер договора;;Contract number;;Номер договору;
PRD10011;productCreditDetails;dude;Номер договора;;Contract number;;Номер договору;
PRD10011;productCreditDetails;common;Номер договора;;Contract number;;Номер договору;
PRD10012;productCreditDetails;dude;График погашения;;Repayment schedule;;Графік погашення;
PRD10012;productCreditDetails;official;График погашения;;Repayment schedule;;Графік погашення;
PRD10012;productCreditDetails;common;График погашения;;Repayment schedule;;Графік погашення;
PRD10013;productCreditDetails;common;Минимальный платеж;;Minimum payment;;Мінімальний платіж;
PRD10013;productCreditDetails;dude;Минимальный платеж;;Minimum payment;;Мінімальний платіж;
PRD10013;productCreditDetails;official;Минимальный платеж;;Minimum payment;;Мінімальний платіж;
PRD10014;productCreditDetails;common;История;;History;;Історія;
PRD10014;productCreditDetails;official;История;;History;;Історія;
PRD10014;productCreditDetails;dude;История;;History;;Історія;
PRD10015;productCreditDetails;dude;О платежах;;About payments;;О платежах;
PRD10015;productCreditDetails;common;О платежах;;About payments;;О платежах;
PRD10015;productCreditDetails;official;О платежах;;About payments;;О платежах;
PRD10016;productCreditDetails;common;%@ мес.;;%@ mo.;;%@ міс.;
PRD10016;productCreditDetails;official;%@ мес.;;%@ mo.;;%@ міс.;
PRD10016;productCreditDetails;dude;%@ мес.;;%@ mo.;;%@ міс.;
PRD10017;productCreditDetails;official;Внесено;;Contributed;;Внесено;
PRD10017;productCreditDetails;dude;Внесено;;Contributed;;Внесено;
PRD10017;productCreditDetails;common;Внесено;;Contributed;;Внесено;
PRD10018;productCreditDetails;official;Cумма досрочного погашения кредита;;Loan repayment amount;;Сума дострокового погашення кредиту;
PRD10018;productCreditDetails;common;Cумма досрочного погашения кредита;;Loan repayment amount;;Сума дострокового погашення кредиту;
PRD10018;productCreditDetails;dude;Cумма досрочного погашения кредита;;Loan repayment amount;;Сума дострокового погашення кредиту;
PRD10019;productCreditDetails;official;Полная сумма кредита;;Full loan amount;;Повна сума кредиту;
PRD10019;productCreditDetails;dude;Полная сумма кредита;;Full loan amount;;Повна сума кредиту;
PRD10019;productCreditDetails;common;Полная сумма кредита;;Full loan amount;;Повна сума кредиту;
PRD10020;productCreditDetails;dude;Дата окончания кредита;;Loan expiration date;;Дата закінчення кредиту;
PRD10020;productCreditDetails;common;Дата окончания кредита;;Loan expiration date;;Дата закінчення кредиту;
PRD10020;productCreditDetails;official;Дата окончания кредита;;Loan expiration date;;Дата закінчення кредиту;
PRD10021;productCreditDetails;dude;Следующий платеж;;Next payment;;Наступний платіж;
PRD10021;productCreditDetails;common;Следующий платеж;;Next payment;;Наступний платіж;
PRD10021;productCreditDetails;official;Следующий платеж;;Next payment;;Наступний платіж;
PRD10022;productCreditDetails;common;Платеж необходимо внести до;;Payment must be paid before;;Платіж треба внести до;
PRD10022;productCreditDetails;official;Платеж необходимо внести до;;Payment must be paid before;;Платіж треба внести до;
PRD10022;productCreditDetails;dude;Платеж необходимо внести до;;Payment must be paid before;;Платіж треба внести до;
PRD10023;productCreditDetails;common;Дата заключения договора;;Contract date;;Дата укладення договору;
PRD10023;productCreditDetails;official;Дата заключения договора;;Contract date;;Дата укладення договору;
PRD10023;productCreditDetails;dude;Дата заключения договора;;Contract date;;Дата укладення договору;
PRD10024;productCreditDetails;official;Рекомендуем внести сумму за 5 дней до даты платежа;;We recommend that you deposit 5 days before the payment date;;Рекомендуємо внести кошти за 5 днів до дати платежу;
PRD10024;productCreditDetails;common;Рекомендуем внести сумму за 5 дней до даты платежа;;We recommend that you deposit 5 days before the payment date;;Рекомендуємо внести кошти за 5 днів до дати платежу;
PRD10024;productCreditDetails;dude;Рекомендуем внести сумму за 5 дней до даты платежа;;We recommend that you deposit 5 days before the payment date;;Рекомендуємо внести кошти за 5 днів до дати платежу;
PRD10025;productCreditDetails;common;Сумма следующего платежа;;Next payment amount;;Сума наступного платежу;
PRD10025;productCreditDetails;dude;Сумма следующего платежа;;Next payment amount;;Сума наступного платежу;
PRD10025;productCreditDetails;official;Сумма следующего платежа;;Next payment amount;;Сума наступного платежу;
PRD10026;productCreditDetails;common;Редактирование кредита;;Loan editing;;Редагування кредиту;
PRD10026;productCreditDetails;official;Редактирование кредита;;Loan editing;;Редагування кредиту;
PRD10026;productCreditDetails;dude;Редактирование кредита;;Loan editing;;Редагування кредиту;
P2PT0001;p2pTransfers;dude;Тарифы и условия;;Тарифы и условия;;Тарифы и условия;
P2PT0001;p2pTransfers;official;Тарифы и условия;;Тарифы и условия;;Тарифы и условия;
P2PT0001;p2pTransfers;common;Тарифы и условия;;Тарифы и условия;;Тарифы и условия;
P2PT0002;p2pTransfers;dude;Адрес получателя;;Адрес получателя;;Адрес получателя;
P2PT0002;p2pTransfers;common;Адрес получателя;;Адрес получателя;;Адрес получателя;
P2PT0002;p2pTransfers;official;Адрес получателя;;Адрес получателя;;Адрес получателя;
P2PT0003;p2pTransfers;official;Имя и Фамилия отправителя;;Имя и Фамилия отправителя;;Имя и Фамилия отправителя;
P2PT0003;p2pTransfers;common;Имя и Фамилия отправителя;;Имя и Фамилия отправителя;;Имя и Фамилия отправителя;
P2PT0003;p2pTransfers;dude;Имя и Фамилия отправителя;;Имя и Фамилия отправителя;;Имя и Фамилия отправителя;
P2PT0004;p2pTransfers;common;Город получателя;;Город получателя;;Город получателя;
P2PT0004;p2pTransfers;dude;Город получателя;;Город получателя;;Город получателя;
P2PT0004;p2pTransfers;official;Город получателя;;Город получателя;;Город получателя;
P2PT0005;p2pTransfers;dude;CVV;;CVV;;CVV;
P2PT0005;p2pTransfers;official;CVV;;CVV;;CVV;
P2PT0005;p2pTransfers;common;CVV;;CVV;;CVV;
P2PT0006;p2pTransfers;official;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;
P2PT0006;p2pTransfers;dude;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;
P2PT0006;p2pTransfers;common;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я одежувача;
P2PT0007;p2pTransfers;dude;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;
P2PT0007;p2pTransfers;common;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;
P2PT0007;p2pTransfers;official;Нет активных счетов для переводов;;No active accounts for transfers;;Відсутні активні рахунки для переказів;
P2PT0008;p2pTransfers;official;Имя и Фамилия получателя;;Имя и Фамилия получателя;;Имя и Фамилия получателя;
P2PT0008;p2pTransfers;dude;Имя и Фамилия получателя;;Имя и Фамилия получателя;;Имя и Фамилия получателя;
P2PT0008;p2pTransfers;common;Имя и Фамилия получателя;;Имя и Фамилия получателя;;Имя и Фамилия получателя;
P2PT0009;p2pTransfers;common;Продолжить;;Продолжить;;Продолжить;
P2PT0009;p2pTransfers;official;Продолжить;;Продолжить;;Продолжить;
P2PT0009;p2pTransfers;dude;Продолжить;;Продолжить;;Продолжить;
P2PT0010;p2pTransfers;dude;Срок дейтсвия;;Срок дейтсвия;;Срок дейтсвия;
P2PT0010;p2pTransfers;common;Срок дейтсвия;;Срок дейтсвия;;Срок дейтсвия;
P2PT0010;p2pTransfers;official;Срок дейтсвия;;Срок дейтсвия;;Срок дейтсвия;
P2PT0011;p2pTransfers;official;Город отправителя;;Город отправителя;;Город отправителя;
P2PT0011;p2pTransfers;dude;Город отправителя;;Город отправителя;;Город отправителя;
P2PT0011;p2pTransfers;common;Город отправителя;;Город отправителя;;Город отправителя;
P2PT0012;p2pTransfers;dude;Заборгованість;;Заборгованість;;Заборгованість;
P2PT0012;p2pTransfers;official;Заборгованість;;Заборгованість;;Заборгованість;
P2PT0012;p2pTransfers;common;Заборгованість;;Заборгованість;;Заборгованість;
P2PT0013;p2pTransfers;common;Номер карты;;Номер карты;;Номер карты;
P2PT0013;p2pTransfers;dude;Номер карты;;Номер карты;;Номер карты;
P2PT0013;p2pTransfers;official;Номер карты;;Номер карты;;Номер карты;
P2PT0014;p2pTransfers;dude;Перевод с карты на карту;;Перевод с карты на карту;;Перевод с карты на карту;
P2PT0014;p2pTransfers;common;Перевод с карты на карту;;Перевод с карты на карту;;Перевод с карты на карту;
P2PT0014;p2pTransfers;official;Перевод с карты на карту;;Перевод с карты на карту;;Перевод с карты на карту;
P2PT0015;p2pTransfers;common;Укажите сумму перевода;;Укажите сумму перевода;;Укажите сумму перевода;
P2PT0015;p2pTransfers;official;Укажите сумму перевода;;Укажите сумму перевода;;Укажите сумму перевода;
P2PT0015;p2pTransfers;dude;Укажите сумму перевода;;Укажите сумму перевода;;Укажите сумму перевода;
P2PT0016;p2pTransfers;common;Укажите сумму перевода в евро;;Укажите сумму перевода в евро;;Укажите сумму перевода в евро;
P2PT0016;p2pTransfers;dude;Укажите сумму перевода в евро;;Укажите сумму перевода в евро;;Укажите сумму перевода в евро;
P2PT0016;p2pTransfers;official;Укажите сумму перевода в евро;;Укажите сумму перевода в евро;;Укажите сумму перевода в евро;
P2PT0017;p2pTransfers;official;Направление перевода;;Направление перевода;;Направление перевода;
P2PT0017;p2pTransfers;dude;Направление перевода;;Направление перевода;;Направление перевода;
P2PT0017;p2pTransfers;common;Направление перевода;;Направление перевода;;Направление перевода;
P2PT0018;p2pTransfers;common;Перевод с другой карты;;Перевод с другой карты;;Перевод с другой карты;
P2PT0018;p2pTransfers;official;Перевод с другой карты;;Перевод с другой карты;;Перевод с другой карты;
P2PT0018;p2pTransfers;dude;Перевод с другой карты;;Перевод с другой карты;;Перевод с другой карты;
P2PT0019;p2pTransfers;official;Коммисия;;Коммисия;;Коммисия;
P2PT0019;p2pTransfers;common;Коммисия;;Коммисия;;Коммисия;
P2PT0019;p2pTransfers;dude;Коммисия;;Коммисия;;Коммисия;
P2PT0020;p2pTransfers;common;Адрес отправителя;;Адрес отправителя;;Адрес отправителя;
P2PT0020;p2pTransfers;dude;Адрес отправителя;;Адрес отправителя;;Адрес отправителя;
P2PT0020;p2pTransfers;official;Адрес отправителя;;Адрес отправителя;;Адрес отправителя;
P2PT0021;p2pTransfers;official;Дополнительная информация;;Дополнительная информация;;Дополнительная информация;
P2PT0021;p2pTransfers;common;Дополнительная информация;;Дополнительная информация;;Дополнительная информация;
P2PT0021;p2pTransfers;dude;Дополнительная информация;;Дополнительная информация;;Дополнительная информация;
P2PT0022;p2pTransfers;common;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;
P2PT0022;p2pTransfers;official;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;
P2PT0022;p2pTransfers;dude;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;;Для переказу коштів з-за кордону необхідно ввести адресу та ім’я відправника;
P2PT0023;p2pTransfers;common;Мінімальний платіж;;Мінімальний платіж;;Мінімальний платіж;
P2PT0023;p2pTransfers;official;Мінімальний платіж;;Мінімальний платіж;;Мінімальний платіж;
P2PT0023;p2pTransfers;dude;Мінімальний платіж;;Мінімальний платіж;;Мінімальний платіж;
P2PT0024;p2pTransfers;official;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;
P2PT0024;p2pTransfers;dude;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;
P2PT0024;p2pTransfers;common;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;;Можете нажати на суму, щоб підставити її в поле вводу;
P2PT0025;p2pTransfers;official;Сума;;Сума;;Сума;
P2PT0025;p2pTransfers;dude;Сума;;Сума;;Сума;
P2PT0025;p2pTransfers;common;Сума;;Сума;;Сума;
P2PT0026;p2pTransfers;common;Подтверждение перевода;;Подтверждение перевода;;Подтверждение перевода;
P2PT0026;p2pTransfers;official;Подтверждение перевода;;Подтверждение перевода;;Подтверждение перевода;
P2PT0026;p2pTransfers;dude;Подтверждение перевода;;Подтверждение перевода;;Подтверждение перевода;
P2PT0027;p2pTransfers;official;Возникла ошибка;;Возникла ошибка;;Возникла ошибка;
P2PT0027;p2pTransfers;common;Возникла ошибка;;Возникла ошибка;;Возникла ошибка;
P2PT0027;p2pTransfers;dude;Возникла ошибка;;Возникла ошибка;;Возникла ошибка;
P2PT0028;p2pTransfers;dude;Детали перевода;;Детали перевода;;Детали перевода;
P2PT0028;p2pTransfers;common;Детали перевода;;Детали перевода;;Детали перевода;
P2PT0028;p2pTransfers;official;Детали перевода;;Детали перевода;;Детали перевода;
PLNL0001;pilonline;common;Укажите сумму кредита;;Specify the loan amount;;Вкажіть суму кредиту;
PLNL0001;pilonline;dude;Укажите сумму кредита;;Specify the loan amount;;Вкажіть суму кредиту;
PLNL0001;pilonline;official;Укажите сумму кредита;;Specify the loan amount;;Вкажіть суму кредиту;
PLNL0002;pilonline;common;Выберите сумму кредита;;Choose loan amount;;Вкажіть суму кредиту;
PLNL0002;pilonline;official;Выберите сумму кредита;;Choose loan amount;;Вкажіть суму кредиту;
PLNL0002;pilonline;dude;Выберите сумму кредита;;Choose loan amount;;Вкажіть суму кредиту;
PLNL0003;pilonline;official;Cтавка;;Rate;;Cтавка;
PLNL0003;pilonline;dude;Cтавка;;Rate;;Cтавка;
PLNL0003;pilonline;common;Cтавка;;Rate;;Cтавка;
PLNL0004;pilonline;official;Месяцев;;Months;;Месяцев;
PLNL0004;pilonline;dude;Месяцев;;Months;;Месяцев;
PLNL0004;pilonline;common;Месяцев;;Months;;Месяцев;
PLNL0005;pilonline;official;Выберите срок кредита;;Choose loan term;;Вкажіть строк кредиту;
PLNL0005;pilonline;dude;Выберите срок кредита;;Choose loan term;;Вкажіть строк кредиту;
PLNL0005;pilonline;common;Выберите срок кредита;;Choose loan term;;Вкажіть строк кредиту;
PLNL0006;pilonline;dude;Укажите счет на который вы хотите зачислить средства;;Specify the account to which you want to transfer funds;;Вкажіть рахунок на який ви бажаєте зарахувати кошти;
PLNL0006;pilonline;common;Укажите счет на который вы хотите зачислить средства;;Specify the account to which you want to transfer funds;;Вкажіть рахунок на який ви бажаєте зарахувати кошти;
PLNL0006;pilonline;official;Укажите счет на который вы хотите зачислить средства;;Specify the account to which you want to transfer funds;;Вкажіть рахунок на який ви бажаєте зарахувати кошти;
PLNL0007;pilonline;dude;Я подтверждаю, что соглашаюсь с условиями оформления онлайн-заявки;;I confirm that I agree to the online application conditions;;Я підтверджую та погоджуюсь з умовами оформлення онлайн-заявки;
PLNL0007;pilonline;official;Я подтверждаю, что соглашаюсь с условиями оформления онлайн-заявки;;I confirm that I agree to the online application conditions;;Я підтверджую та погоджуюсь з умовами оформлення онлайн-заявки;
PLNL0007;pilonline;common;Я подтверждаю, что соглашаюсь с условиями оформления онлайн-заявки;;I confirm that I agree to the online application conditions;;Я підтверджую та погоджуюсь з умовами оформлення онлайн-заявки;
PLNL0008;pilonline;dude;На даний момент немає пропозицій для оформлення кредиту;;There are currently no offers for a loan;;В настоящий момент нет предложений для оформления кредита;
PLNL0008;pilonline;common;На даний момент немає пропозицій для оформлення кредиту;;There are currently no offers for a loan;;В настоящий момент нет предложений для оформления кредита;
PLNL0008;pilonline;official;На даний момент немає пропозицій для оформлення кредиту;;There are currently no offers for a loan;;В настоящий момент нет предложений для оформления кредита;
PLNL0009;pilonline;common;Шаг;;Step;;Крок;
PLNL0009;pilonline;official;Шаг;;Step;;Крок;
PLNL0009;pilonline;dude;Шаг;;Step;;Крок;
PLNL0010;pilonline;common;Одобрен кредит;;Credit approved;;Схвалено кредит;
PLNL0010;pilonline;official;Одобрен кредит;;Credit approved;;Схвалено кредит;
PLNL0010;pilonline;dude;Одобрен кредит;;Credit approved;;Схвалено кредит;
PLNL0011;pilonline;common;Продолжить;;Continue;;Продовжити;
PLNL0011;pilonline;official;Продолжить;;Continue;;Продовжити;
PLNL0011;pilonline;dude;Продолжить;;Continue;;Продовжити;
PLNL0012;pilonline;dude;Необходимо согласиться с условиями;;You must agree to the terms;;Необхідно погодитись з умовами;
PLNL0012;pilonline;common;Необходимо согласиться с условиями;;You must agree to the terms;;Необхідно погодитись з умовами;
PLNL0012;pilonline;official;Необходимо согласиться с условиями;;You must agree to the terms;;Необхідно погодитись з умовами;
PLNL0013;pilonline;dude;alfabank.ua;;alfabank.ua;;alfabank.ua;
PLNL0013;pilonline;common;alfabank.ua;;alfabank.ua;;alfabank.ua;
PLNL0013;pilonline;official;alfabank.ua;;alfabank.ua;;alfabank.ua;
PLNL0014;pilonline;dude;Готово;;Complete;;Готово;
PLNL0014;pilonline;common;Готово;;Complete;;Готово;
PLNL0014;pilonline;official;Готово;;Complete;;Готово;
