CommonID;SectorName;Style;TextRUSingle;TextRUPrular;TextENSingle;TextENPrular;TextUASingle;TextUAPrular;;
TRNS0192;transfers;neutral;Направление перевода;;Transaction purpose;;Напрямок переказу;;;
TRNS0192;transfers;business;Направление перевода;;Transaction purpose;;Напрямок переказу;;;
TRNS0192;transfers;friendly;Направление перевода;;Transaction purpose;;Напрямок переказу;;;
TRNS0193;transfers;neutral;Комиссия %s %s;;Commission %s %s;;Комісія %s %s;;;
TRNS0193;transfers;business;Комиссия %s %s;;Commission %s %s;;Комісія %s %s;;;
TRNS0193;transfers;friendly;Комиссия %s %s;;Commission %s %s;;Комісія %s %s;;;
TRNS0194;transfers;neutral;Публичная оферта;;Public offer;;Публічна оферта;;;
TRNS0194;transfers;business;Публичная оферта;;Public offer;;Публічна оферта;;;
TRNS0194;transfers;friendly;Публичная оферта;;Public offer;;Публічна оферта;;;
TRNS0195;transfers;neutral;0 %s;;0 %s;;0 %s;;;
TRNS0195;transfers;business;0 %s;;0 %s;;0 %s;;;
TRNS0195;transfers;friendly;0 %s;;0 %s;;0 %s;;;
TRNS0196;transfers;neutral;Имя и фамилия отправителя;;Originator's full name;;Ім'я та прізвище відправника;;;
TRNS0196;transfers;business;Имя и фамилия отправителя;;Originator's full name;;Ім'я та прізвище відправника;;;
TRNS0196;transfers;friendly;Имя и фамилия отправителя;;Originator's full name;;Ім'я та прізвище відправника;;;
TRNS0197;transfers;neutral;Адрес отправителя;;Originator's address;;Адреса відправника;;;
TRNS0197;transfers;business;Адрес отправителя;;Originator's address;;Адреса відправника;;;
TRNS0197;transfers;friendly;Адрес отправителя;;Originator's address;;Адреса відправника;;;
TRNS0198;transfers;neutral;Город отправителя;;Originator's city;;Місто відправника;;;
TRNS0198;transfers;business;Город отправителя;;Originator's city;;Місто відправника;;;
TRNS0198;transfers;friendly;Город отправителя;;Originator's city;;Місто відправника;;;
TRNS0199;transfers;neutral;Для перевода денег с иностранной карты нужны адрес и имя отправителя;;Originator's name and address are required to transfer money from the foreign card;;Для переказу грошей з іноземної картки потрібні адреса та ім'я відправника;;;
TRNS0199;transfers;business;Для перевода денег с иностранной карты нужны адрес и имя отправителя;;Originator's name and address are required to transfer money from the foreign card;;Для переказу грошей з іноземної картки потрібні адреса та ім'я відправника;;;
TRNS0199;transfers;friendly;У тебя иностранная карта, поэтому нужно еще немного твоих данных;;You have foreign card, so we need some more info about you;;У тебе іноземна картка, тому потрібно ще трохи твоїх даних;;;
TRNS0200;transfers;neutral;Дополнительная информация;;Additional information;;Додаткова інформація;;;
TRNS0200;transfers;business;Дополнительная информация;;Additional information;;Додаткова інформація;;;
TRNS0200;transfers;friendly;Дополнительная информация;;Additional information;;Додаткова інформація;;;
ANDR1510;ANDROID;neutral;История баллов;;Points history;;Історія балів;;;
ANDR1510;ANDROID;business;История баллов;;Points history;;Історія балів;;;
ANDR1510;ANDROID;friendly;История баллов;;Points history;;Історія балів;;;
ANDR1511;ANDROID;neutral;Вернуть балы;;Return points;;Повернути бали;;;
ANDR1511;ANDROID;business;Вернуть балы;;Return points;;Повернути бали;;;
ANDR1511;ANDROID;friendly;Вернуть балы;;Return points;;Повернути бали;;;
ANDR1512;ANDROID;neutral;Доступно;;Available;;Доступно;;;
ANDR1512;ANDROID;business;Доступно;;Available;;Доступно;;;
ANDR1512;ANDROID;friendly;Доступно;;Available;;Доступно;;;
ANDR1513;ANDROID;neutral;Аэропорт-сервисы;;Airport services;;Аеропорт-сервіси;;;
ANDR1513;ANDROID;business;Аэропорт-сервисы;;Airport services;;Аеропорт-сервіси;;;
ANDR1513;ANDROID;friendly;Аэропорт-сервисы;;Airport services;;Аеропорт-сервіси;;;
ANDR1514;ANDROID;neutral;Баллы ТЦ "Эпицентр К";;Epicenter K bonus points;;Бали ТЦ "Епіцентр К";;;
ANDR1514;ANDROID;business;Баллы ТЦ "Эпицентр К";;Epicenter K bonus points;;Бали ТЦ "Епіцентр К";;;
ANDR1514;ANDROID;friendly;Баллы ТЦ "Эпицентр К";;Epicenter K bonus points;;Бали ТЦ "Епіцентр К";;;
ANDR1515;ANDROID;neutral;Баллы путешественника;;Traveler points;;Бали мандрівника;;;
ANDR1515;ANDROID;business;Баллы путешественника;;Traveler points;;Бали мандрівника;;;
ANDR1515;ANDROID;friendly;Баллы путешественника;;Traveler points;;Бали мандрівника;;;
ANDR1516;ANDROID;neutral;Что-то пошло не так!;;Something went wrong!;;Щось пішло не так!;;;
ANDR1516;ANDROID;business;Что-то пошло не так!;;Something went wrong!;;Щось пішло не так!;;;
ANDR1516;ANDROID;friendly;Ох, какая-то ошибка:(;;Oh no! Error...:(;;Ох, якась помилка:(;;;
ANDR1517;ANDROID;neutral;Договор отправлен;;Agreement is sent;;Договір відправлено;;;
ANDR1517;ANDROID;business;Договор отправлен;;Agreement is sent;;Договір відправлено;;;
ANDR1517;ANDROID;friendly;Договор отправлен;;Agreement is sent;;Договір відправлено;;;
ANDR1518;ANDROID;neutral;%s %%;;%s %%;;%s %%;;;
ANDR1518;ANDROID;business;%s %%;;%s %%;;%s %%;;;
ANDR1518;ANDROID;friendly;%s %%;;%s %%;;%s %%;;;
ANDR1519;ANDROID;neutral;и %s %s в Доходном сейфе;;and %s %s in Earnings Safe;;та %s %s у Дохідному сейфі;;;
ANDR1519;ANDROID;business;и %s %s в Доходном сейфе;;and %s %s in Earnings Safe;;та %s %s у Дохідному сейфі;;;
ANDR1519;ANDROID;friendly;и %s %s в Доходном сейфе;;and %s %s in Earnings Safe;;та %s %s у Дохідному сейфі;;;
ANDR1520;ANDROID;neutral;Ты только что сделал перевод на сумму %s %s;;You just transferred %s %s;;Ти щойно зробив переказ на суму %s %s;;;
ANDR1520;ANDROID;business;Вы только что сделали перевод на сумму %s %s;;You just transferred %s %s;;Ви щойно зробили переказ на суму %s %s;;;
ANDR1520;ANDROID;friendly;Ты только что сделал перевод на сумму %s %s;;You just transferred %s %s;;Ти щойно зробив переказ на суму %s %s;;;
ANDR1521;ANDROID;neutral;Следующая статья - свайп вверх, вернуться к предыдущим - свайп вниз;;Next article - swipe up, return to previous - swipe down;;Наступна стаття - свайп догори, повернутися до попередніх - свайп донизу;;;
ANDR1521;ANDROID;business;Следующая статья - свайп вверх, вернуться к предыдущим - свайп вниз;;Next article - swipe up, return to previous - swipe down;;Наступна стаття - свайп догори, повернутися до попередніх - свайп донизу;;;
ANDR1521;ANDROID;friendly;Следующая статья - свайп вверх, вернуться к предыдущим - свайп вниз;;Next article - swipe up, return to previous - swipe down;;Наступна стаття - свайп догори, повернутися до попередніх - свайп донизу;;;
CSH00113;cashU;neutral;%d день%d дня%d дней%d дня%d дней;;%d day%d days;;%d день%d дні%d днів%d дні%d днів;;;
CSH00113;cashU;business;%d день%d дня%d дней%d дня%d дней;;%d day%d days;;%d день%d дні%d днів%d дні%d днів;;;
CSH00113;cashU;friendly;%d день%d дня%d дней%d дня%d дней;;%d day%d days;;%d день%d дні%d днів%d дні%d днів;;;
CSH00114;cashU;neutral;Выбери %d категорию Выбери %d категории Выбери %d категорий Выбери %d категорий;;Choose %d category Choose %d categories;;Вибери %d категорію Вибери %d категорії Вибери %d категорій Вибери %d категорій;;;
CSH00114;cashU;business;Выберите %d категорию Выберите %d категории Выберите %d категорий Выберите %d категорий;;Choose %d category Choose %d categories;;Виберіть %d категорію Виберіть %d категорії Виберіть %d категорій Виберіть %d категорій;;;
CSH00114;cashU;friendly;Выбери %d категорию Выбери %d категории Выбери %d категорий Выбери %d категорий;;Choose %d category Choose %d categories;;Вибери %d категорію Вибери %d категорії Вибери %d категорій Вибери %d категорій;;;
CSH00115;cashU;neutral;%d категория из %d%d категории из %d%d категорий из %d%d категорий из %d;;%d category of %d%d categories of %d;;%d категорія з %d%d категорії з %d%d категорій з %d%d категорій з %d;;;
CSH00115;cashU;business;%d категория из %d%d категории из %d%d категорий из %d%d категорий из %d;;%d category of %d%d categories of %d;;%d категорія з %d%d категорії з %d%d категорій з %d%d категорій з %d;;;
CSH00115;cashU;friendly;%d категория из %d%d категории из %d%d категорий из %d%d категорий из %d;;%d category of %d%d categories of %d;;%d категорія з %d%d категорії з %d%d категорій з %d%d категорій з %d;;;
CSH00116;cashU;neutral; %s бонус %s бонуса %s бонусов %s бонусов;; %s bonus %s bonuses;; %s бонус %s бонуси %s бонусів %s бонусів;;;
CSH00116;cashU;business; %s бонус %s бонуса %s бонусов %s бонусов;; %s bonus %s bonuses;; %s бонус %s бонуси %s бонусів %s бонусів;;;
CSH00116;cashU;friendly; %s бонус %s бонуса %s бонусов %s бонусов;; %s bonus %s bonuses;; %s бонус %s бонуси %s бонусів %s бонусів;;;
CSH00117;cashU;neutral;Остался %d день Осталось %d дня Осталось %d дней Осталось %d дней;;%d day left %d days left;;Залишився %d день Залишилося %d дні Залишилося %d днів Залишилося %d днів;;;
CSH00117;cashU;business;Остался %d день Осталось %d дня Осталось %d дней Осталось %d дней;;%d day left %d days left;;Залишився %d день Залишилося %d дні Залишилося %d днів Залишилося %d днів;;;
CSH00117;cashU;friendly;Остался %d день Осталось %d дня Осталось %d дней Осталось %d дней;;%d day left %d days left;;Залишився %d день Залишилося %d дні Залишилося %d днів Залишилося %d днів;;;
ANDR1527;ANDROID;neutral;шанс шанса шансов шансов;;chance chances;;шанс шанси шансів шансів;;;
ANDR1527;ANDROID;business;шанс шанса шансов шансов;;chance chances;;шанс шанси шансів шансів;;;
ANDR1527;ANDROID;friendly;шанс шанса шансов шансов;;chance chances;;шанс шанси шансів шансів;;;
STTN0015;settings;friendly;Сдержанный;;Neutral;;Стриманий;;;
STTN0015;settings;neutral;Сдержанный;;Neutral;;Стриманий;;;
STTN0015;settings;business;Сдержанный;;Neutral;;Стриманий;;;
STTN0016;settings;friendly;Деловой;;Business;;Діловий;;;
STTN0016;settings;neutral;Деловой;;Business;;Діловий;;;
STTN0016;settings;business;Деловой;;Business;;Діловий;;;
STTN0017;settings;friendly;Дружеский;;Friendly;;Дружній;;;
STTN0017;settings;neutral;Дружеский;;Friendly;;Дружній;;;
STTN0017;settings;business;Дружеский;;Friendly;;Дружній;;;
OTHR0004;other;neutral;Копировать;;Copy;;Копіювати;;;
OTHR0004;other;friendly;Копировать;;Copy;;Копіювати;;;
OTHR0004;other;business;Копировать;;Copy;;Копіювати;;;
PRDC0018;productAccountSMEDetails;neutral;Выбор способа информирования о транзакциях по счету;;Selection of account transaction notification method;;Вибір способу інформування про транзакції по рахунку;;;
PRDC0018;productAccountSMEDetails;business;Выбор способа информирования о транзакциях по счету;;Selection of account transaction notification method;;Вибір способу інформування про транзакції по рахунку;;;
PRDC0018;productAccountSMEDetails;friendly;Как удобнее проверять транзакции?;;What is the best way to check transactions?;;Як зручніше перевіряти транзакції?;;;
CSH00118;cashU;friendly;Нет статуса;;No status;;Немає статусу;;;
CSH00118;cashU;neutral;Нет статуса;;No status;;Немає статусу;;;
CSH00118;cashU;business;Нет статуса;;No status;;Немає статусу;;;
CSH00119;cashU;business;Выберите счет;;Choose the account;;Виберіть рахунок;;;
CSH00119;cashU;neutral;Выбери счет;;Choose the account;;Вибери рахунок;;;
CSH00119;cashU;friendly;Выбери счет;;Choose the account;;Вибери рахунок;;;
CSH00120;cashU;business;Выберите покупку, за которую желаете вернуть деньги;;Please choose the purchase for which you want to return the money;;Виберіть покупку, за яку бажаєте повернути гроші;;;
CSH00120;cashU;neutral;Выбери покупку, за которую желаешь вернуть деньги;;Choose the purchase for which you want to return the money;;Вибери покупку, за яку бажаєш повернути гроші;;;
CSH00120;cashU;friendly;За что хочешь вернуть деньги?;;What do you want to return the money for?;;За що хочеш повернути гроші?;;;
CSH00121;cashU;business;Информация о возврате;;Information about the return;;Інформація про повернення;;;
CSH00121;cashU;neutral;Информация о возврате;;Information about the return;;Інформація про повернення;;;
CSH00121;cashU;friendly;Информация о возврате;;Information about the return;;Інформація про повернення;;;
CSH00122;cashU;business;Текущий баланс;;Current balance;;Поточний баланс;;;
CSH00122;cashU;neutral;Текущий баланс;;Current balance;;Поточний баланс;;;
CSH00122;cashU;friendly;Текущий баланс;;Current balance;;Поточний баланс;;;
CSH00123;cashU;business;Бонусов будет списано;;Bonuses to be written off;;Бонусів буде списано;;;
CSH00123;cashU;neutral;Бонусов будет списано;;Bonuses to be written off;;Бонусів буде списано;;;
CSH00123;cashU;friendly;Бонусов будет списано;;Bonuses to be written off;;Бонусів буде списано;;;
CSH00124;cashU;business;Вернется на счет;;Will be returned to the account;;Повернеться на рахунок;;;
CSH00124;cashU;neutral;Вернется на счет;;Will be returned to the account;;Повернеться на рахунок;;;
CSH00124;cashU;friendly;Вернется на счет;;Will be returned to the account;;Повернеться на рахунок;;;
CSH00125;cashU;business;За вычетом налогов: 18% ПДФЛ и 1,5% военного сбора;;After tax: 18% income tax and 1.5% military levy;;За вирахуванням податків: 18% ПДФО і 1,5% військового збору;;;
CSH00125;cashU;neutral;За вычетом налогов: 18% ПДФЛ и 1,5% военного сбора;;After tax: 18% income tax and 1.5% military levy;;За вирахуванням податків: 18% ПДФО і 1,5% військового збору;;;
CSH00125;cashU;friendly;За вычетом налогов: 18% ПДФЛ и 1,5% военного сбора;;After tax: 18% income tax and 1.5% military levy;;За вирахуванням податків: 18% ПДФО і 1,5% військового збору;;;
CSH00126;cashU;business;Вернуть деньги;;Get the money back;;Повернути гроші;;;
CSH00126;cashU;neutral;Вернуть деньги;;Get the money back;;Повернути гроші;;;
CSH00126;cashU;friendly;Вернуть деньги;;Get the money back;;Повернути гроші;;;
CSH00127;cashU;business;Cash'U CLUB;;Cash'U CLUB;;Cash'U CLUB;;;
CSH00127;cashU;neutral;Cash'U CLUB;;Cash'U CLUB;;Cash'U CLUB;;;
CSH00127;cashU;friendly;Cash'U CLUB;;Cash'U CLUB;;Cash'U CLUB;;;
CSH00128;cashU;business;Всего заработано;;Total earned;;Усього зароблено;;;
CSH00128;cashU;neutral;Всего заработано;;Total earned;;Усього зароблено;;;
CSH00128;cashU;friendly;Всего заработано;;Total earned;;Усього зароблено;;;
CSH00129;cashU;business;%@ бонусов;;%@ bonuses;;%@ бонусів;;;
CSH00129;cashU;neutral;%@ бонусов;;%@ bonuses;;%@ бонусів;;;
CSH00129;cashU;friendly;%@ бонусов;;%@ bonuses;;%@ бонусів;;;
CSH00130;cashU;business;Старт;;Start;;Старт;;;
CSH00130;cashU;neutral;Старт;;Start;;Старт;;;
CSH00130;cashU;friendly;Старт;;Start;;Старт;;;
CSH00131;cashU;business;%d категорий из %d;;%d categories of %d;;%d категорій з %d;;;
CSH00131;cashU;neutral;%d категорий из %d;;%d categories of %d;;%d категорій з %d;;;
CSH00131;cashU;friendly;%d категорий из %d;;%d categories of %d;;%d категорій з %d;;;
CSH00132;cashU;business;Сегодня;;Today;;Сьогодні;;;
CSH00132;cashU;neutral;Сегодня;;Today;;Сьогодні;;;
CSH00132;cashU;friendly;Сегодня;;Today;;Сьогодні;;;
CSH00133;cashU;business;Вчера;;Yesterday;;Вчора;;;
CSH00133;cashU;neutral;Вчера;;Yesterday;;Вчора;;;
CSH00133;cashU;friendly;Вчера;;Yesterday;;Вчора;;;
CSH00134;cashU;business;Вернуть деньги;;Get the money back;;Повернути гроші;;;
CSH00134;cashU;neutral;Вернуть деньги;;Get the money back;;Повернути гроші;;;
CSH00134;cashU;friendly;Вернуть деньги;;Get the money back;;Повернути гроші;;;
CSH00135;cashU;business;Правила Cash'U CLUB;;Rules of the Cash'U CLUB;;Правила Cash'U CLUB;;;
CSH00135;cashU;neutral;Правила Cash'U CLUB;;Rules of the Cash'U CLUB;;Правила Cash'U CLUB;;;
CSH00135;cashU;friendly;Правила Cash'U CLUB;;Rules of the Cash'U CLUB;;Правила Cash'U CLUB;;;
CSH00136;cashU;business;Акции в Cash'U CLUB;;Promotionals of the Cash'U CLUB;;Акції в Cash'U CLUB;;;
CSH00136;cashU;neutral;Акции в Cash'U CLUB;;Promotionals of the Cash'U CLUB;;Акції в Cash'U CLUB;;;
CSH00136;cashU;friendly;Акции в Cash'U CLUB;;Promotionals of the Cash'U CLUB;;Акції в Cash'U CLUB;;;
CSH00137;cashU;business;Статусы Cash'U Club;;Cash'U Club Statuses;;Статуси Cash'U Club;;;
CSH00137;cashU;neutral;Статусы Cash'U Club;;Cash'U Club Statuses;;Статуси Cash'U Club;;;
CSH00137;cashU;friendly;Статусы Cash'U Club;;Cash'U Club Statuses;;Статуси Cash'U Club;;;
CSH00138;cashU;business;Призы в Cash'U CLUB;;Cash'U CLUB prizes;;Призи в Cash'U CLUB;;;
CSH00138;cashU;neutral;Призы в Cash'U CLUB;;Cash'U CLUB prizes;;Призи в Cash'U CLUB;;;
CSH00138;cashU;friendly;Призы в Cash'U CLUB;;Cash'U CLUB prizes;;Призи в Cash'U CLUB;;;
CSH00139;cashU;business;%@
Статус Cash'U CLUB;;%@
Cash'U CLUB Status;;%@
Статус Cash'U CLUB;;;
CSH00139;cashU;neutral;%@
Статус Cash'U CLUB;;%@
Cash'U CLUB Status;;%@
Статус Cash'U CLUB;;;
CSH00139;cashU;friendly;%@
Статус Cash'U CLUB;;%@
Cash'U CLUB Status;;%@
Статус Cash'U CLUB;;;
CSH00140;cashU;business;Поделиться;;Share;;Поділитися;;;
CSH00140;cashU;neutral;Поделиться;;Share;;Поділитися;;;
CSH00140;cashU;friendly;Поделиться;;Share;;Поділитися;;;
CSH00141;cashU;business;Необходимо согласие с условиями;;You should agree to the terms and conditions;;Потрібно погодитися з умовами;;;
CSH00141;cashU;neutral;Необходимо согласие с условиями;;Consent with the terms and conditions is required;;Потрібно погодитися з умовами;;;
CSH00141;cashU;friendly;Поставь галочку - без нее нельзя продолжить;;Check the box otherwise you can't continue;;Постав галочку - без неї не можна продовжити;;;
PRD00070;productDetails;business;Выбор способа информирования о транзакциях по карте;;Selection of account transaction notification method;;Вибір способу інформування про транзакції по картці;;;
PRD00070;productDetails;neutral;Выбор способа информирования о транзакциях по карте;;Selection of account transaction notification method;;Вибір способу інформування про транзакції по картці;;;
PRD00070;productDetails;friendly;Как удобнее проверять транзакции?;;What is the best way to check transactions?;;Як зручніше перевіряти транзакції?;;;
PRD00071;productDetails;business;Карта не добавлена;;Card isn't added;;Картку не додано;;;
PRD00071;productDetails;friendly;Карта не добавлена;;Card is not added;;Картку не додано;;;
PRD00071;productDetails;neutral;Карта не добавлена;;Card isn't added;;Картку не додано;;;
PRD00072;productDetails;business;Реквизиты счета;;Аccount details;;Реквізити рахунку;;;
PRD00072;productDetails;friendly;Реквизиты счета;;Аccount details;;Реквізити рахунку;;;
PRD00072;productDetails;neutral;Реквизиты счета;;Аccount details;;Реквізити рахунку;;;
PRD00073;productDetails;business;Во вложении к данному письму вы найдете реквизиты текущего счета %@ открытого в АО «Альфа-Банк» (Украина)
С уважением, АО «Альфа-Банк» (Украина).;;In the attachment to this letter, you will find the details of the current account %@ opened in Alfa-Bank JSC (Ukraine)
Sincerely, Alfa-Bank JSC (Ukraine).;;У доданому файлі до цього листа ви знайдете реквізити поточного рахунку %@, відкритого в АТ «Альфа-Банк» (Україна)
З повагою, АТ «Альфа-Банк» (Україна).;;;
PRD00073;productDetails;friendly;Во вложении к данному письму ты найдешь реквизиты текущего счета %@, открытого в АО «Альфа-Банк» (Украина)
С уважением, АО «Альфа-Банк» (Украина).;;In the attachment to this letter, you will find the details of the current account %@ opened in Alfa-Bank JSC (Ukraine)
Sincerely, Alfa-Bank JSC (Ukraine).;;У доданому файлі до цього листа ти знайдеш реквізити поточного рахунку %@, відкритого в АТ «Альфа-Банк» (Україна)
З повагою, АТ «Альфа-Банк» (Україна).";;;
PRD00073;productDetails;neutral;Во вложении к данному письму ты найдешь реквизиты текущего счета %@, открытого в АО «Альфа-Банк» (Украина)
С уважением, АО «Альфа-Банк» (Украина).;;In the attachment to this letter, you will find the details of the current account %@ opened in Alfa-Bank JSC (Ukraine)
Sincerely, Alfa-Bank JSC (Ukraine).;;У доданому файлі до цього листа ти знайдеш реквізити поточного рахунку %@, відкритого в АТ «Альфа-Банк» (Україна)
З повагою, АТ «Альфа-Банк» (Україна).";;;
PRD00074;productDetails;neutral;Установка суточных лимитов;;Daily limit set up;;Встановлення добових лімітів;;;
PRD00074;productDetails;business;Установка суточных лимитов;;Daily limit set up;;Встановлення добових лімітів;;;
PRD00074;productDetails;friendly;Установка суточных лимитов;;Daily limit set up;;Встановлення добових лімітів;;;
CRRN0026;currencyExchange;business;Вы только что купили валюту онлайн;;You just bought currency online;;Ви щойно купили валюту онлайн;;;
CRRN0026;currencyExchange;neutral;У тебя только что получилось купить валюту онлайн;;You just managed to buy currency online;;У тебе щойно вийшло купити валюту онлайн;;;
CRRN0026;currencyExchange;friendly;У тебя только что получилось купить валюту онлайн;;You just managed to buy currency online;;У тебе щойно вийшло купити валюту онлайн;;;
ATHR0064;authorization;friendly;Внимание;;Warning;;Увага;;;
ATHR0064;authorization;business;Внимание;;Warning;;Увага;;;
ATHR0064;authorization;neutral;Внимание;;Warning;;Увага;;;
ATHR0065;authorization;friendly;Хочешь выйти?;;Do you want to log out?;;Хочеш вийти?;;;
ATHR0065;authorization;business;Хотите выйти?;;Do you want to log out?;;Хочете вийти?;;;
ATHR0065;authorization;neutral;Хочешь выйти?;;Do you want to log out?;;Хочеш вийти?;;;
ATHR0066;authorization;business;Выберите стиль общения;;Select tone of voice;;Виберіть стиль спілкування;;;
ATHR0066;authorization;friendly;Выбери стиль общения;;Select tone of voice;;Вибери стиль спілкування;;;
ATHR0066;authorization;neutral;Выбери стиль общения;;Select tone of voice;;Вибери стиль спілкування;;;
ATHR0067;authorization;business;Выберите самый комфортный. Кстати, в настройках его всегда можно сменить;;Please select the most suitable one for you. By the way, you can always change it in settings.;;Виберіть найкомфортніший. До речі, у налаштуваннях його завжди можна змінити;;;
ATHR0067;authorization;friendly;Выбери самый комфортный. Кстати, в настройках его всегда можно сменить;;Select the most suitable one. By the way, you can always change it in settings.;;Вибери найкомфортніший. До речі, у налаштуваннях його завжди можна змінити;;;
ATHR0067;authorization;neutral;Выбери самый комфортный. Кстати, в настройках его всегда можно сменить;;Select the most suitable one. By the way, you can always change it in settings.;;Вибери найкомфортніший. До речі, у налаштуваннях його завжди можна змінити;;;
ATHR0068;authorization;business;Оформление завершено! Вы можете пользоваться всеми функциями пакета;;Registration completed! You can use all package features;;Оформлення завершено! Ви можете користуватися усіма функціями пакету;;;
ATHR0068;authorization;friendly;Пау! Топовые функции пакета ждут тебя :);;Pow! Top package features are waiting for you:);;Пау! Топові функції пакету чекають на тебе:);;;
ATHR0068;authorization;neutral;Готово! Тебе доступны все функции пакета;;Done! You have access to all package features;;Готово! Тобі доступні всі функції пакету;;;
ATHR0069;authorization;business;Оформление завершено! Вы можете пользоваться всеми функциями пакета;;Registration completed! You can use all package features;;Оформлення завершено! Ви можете користуватися усіма функціями пакету;;;
ATHR0069;authorization;friendly;Пау! Топовые функции пакета ждут тебя :);;Pow! Top package features are waiting for you:);;Пау! Топові функції пакету чекають на тебе:);;;
ATHR0069;authorization;neutral;Готово! Тебе доступны все функции пакета;;Done! You have access to all package features;;Готово! Тобі доступні всі функції пакету;;;
ATHR0070;authorization;business;Оформление завершено! Вы можете пользоваться всеми функциями пакета;;Registration completed! You can use all package features;;Оформлення завершено! Ви можете користуватися усіма функціями пакету;;;
ATHR0070;authorization;friendly;Пау! Топовые функции пакета ждут тебя :);;Pow! Top package features are waiting for you:);;Пау! Топові функції пакету чекають на тебе:);;;
ATHR0070;authorization;neutral;Готово! Тебе доступны все функции пакета;;Done! You have access to all package features;;Готово! Тобі доступні всі функції пакету;;;
ATHR0071;authorization;business;Пропустить;;Skip;;Пропустити;;;
ATHR0071;authorization;friendly;Пропустить;;Skip;;Пропустити;;;
ATHR0071;authorization;neutral;Пропустить;;Skip;;Пропустити;;;
SRVC0046;serviceOperations;neutral;Активировать и установить PIN;;Activate and set up PIN;;Активувати та встановити PIN;;;
SRVC0046;serviceOperations;business;Активировать и установить PIN;;Activate and set up PIN;;Активувати та встановити PIN;;;
SRVC0046;serviceOperations;friendly;Активировать и установить PIN;;Activate and set up PIN;;Активувати та встановити PIN;;;
SRVC0047;serviceOperations;neutral;Пакет оформлен!;;Package is drawn up!;;Пакет оформлено!;;;
SRVC0047;serviceOperations;business;Пакет оформлен!;;Package is drawn up!;;Пакет оформлено!;;;
SRVC0047;serviceOperations;friendly;Пакет оформлен!;;Package is drawn up!;;Пакет оформлено!;;;
PLNL0024;pilonline;business;Кредит Online;;Credit Online;;Кредит Online;;;
PLNL0024;pilonline;friendly;Кредит Online;;Credit Online;;Кредит Online;;;
PLNL0024;pilonline;neutral;Кредит Online;;Credit Online;;Кредит Online;;;
PLNL0025;pilonline;business;Сейчас нет предложений по оформлению кредита;;Unfortunately, no offers for loan arrangements;;Наразі немає пропозицій з оформлення кредиту;;;
PLNL0025;pilonline;friendly;Доступных для оформления кредитов пока нет:(;;No loans are available for arrangements yet :(;;Доступних для оформлення кредитів поки що немає:(;;;
PLNL0025;pilonline;neutral;Сейчас нет предложений по оформлению кредита;;Currently, no offers for loan arrangements;;Наразі немає пропозицій з оформлення кредиту;;;
BASE0011;base;business;Сегодня;;Today;;Сьогодні;;;
BASE0011;base;neutral;Сегодня;;Today;;Сьогодні;;;
BASE0011;base;friendly;Сегодня;;Today;;Сьогодні;;;
BASE0012;base;business;Вчера;;Yesterday;;Вчора;;;
BASE0012;base;neutral;Вчера;;Yesterday;;Вчора;;;
BASE0012;base;friendly;Вчера;;Yesterday;;Вчора;;;
BASE0013;base;business;Оформить;;Draw up;;Оформити;;;
BASE0013;base;neutral;Оформить;;Draw up;;Оформити;;;
BASE0013;base;friendly;Оформить;;Draw up;;Оформити;;;
BASE0014;base;neutral;Открыть настройки;;Open settings;;Відкрити налаштування;;;
BASE0014;base;friendly;Открыть настройки;;Open settings;;Відкрити налаштування;;;
BASE0014;base;business;Открыть настройки;;Open settings;;Відкрити налаштування;;;
BASE0015;base;neutral;Разреши доступ к контактам;;Allow access to contacts;;Дозволь доступ до контактів;;;
BASE0015;base;friendly;Разреши доступ к контактам;;Allow access to contacts;;Дозволь доступ до контактів;;;
BASE0015;base;business;Необходимо разрешить доступ к контактам;;You should allow access to contacts;;Необхідно дозволити доступ до контактів;;;
BASE0016;base;neutral;Дай приложению доступ к камере;;Give the app access to camera;;Дай додатку доступ до камери;;;
BASE0016;base;friendly;Дай приложению доступ к камере:);;Give the app access to camera:);;Дай додатку доступ до камери:);;;
BASE0016;base;business;Необходимо разрешить доступ к камере;;You should allow access to camera;;Необхідно дозволити доступ до камери;;;
BASE0017;base;neutral;Держи карту внутри рамки. Она будет считана автоматически;;Hold the card inside the frame. It will be read automatically;;Тримай картку всередині рамки. Вона буде зчитана автоматично;;;
BASE0017;base;friendly;Держи карту внутри рамки. Она будет считана автоматически;;Hold the card inside the frame. It will be read automatically;;Тримай картку всередині рамки. Вона буде зчитана автоматично;;;
BASE0017;base;business;Держите карту внутри рамки. Она будет считана автоматически;;Hold the card inside the frame. It will be read automatically;;Тримайте картку всередині рамки. Вона буде зчитана автоматично;;;
BASE0018;base;neutral;В телефоне не сохранен отпечаток пальца или экран блокировки не защищен. Перейти в настройки телефона?;;No fingerprint saved on your phone or lock screen is not secured. Go to phone settings?;;У телефоні не збережено відбитка пальця або екран блокування не захищено. Перейти в налаштування телефону?;;;
BASE0018;base;friendly;В телефоне не сохранен отпечаток пальца или экран блокировки не защищен. Перейти в настройки телефона?;;No fingerprint saved on your phone or lock screen is not secured. Go to phone settings?;;У телефоні не збережено відбитка пальця або екран блокування не захищено. Перейти в налаштування телефону?;;;
